-3.41722;7.60198;0
-10.428;8.7988;0
-9.34334;8.89125;0
6.37945;-5.03568;1
-7.12502;-7.63385;2
-7.20592;5.89338;0
-5.43732;-4.42249;2
6.1186;-6.54609;1
-10.0594;9.63025;0
6.52606;2.14775;3
6.39989;-4.78165;1
-7.55965;-6.64786;2
-8.40887;8.92902;0
-6.63855;-8.63383;2
6.13499;-6.81243;1
-7.96995;-6.12845;2
2.72111;1.94666;3
-2.62485;8.71318;0
-8.13717;10.3575;0
6.04267;0.57132;3
-10.9085;11.2297;0
-6.26417;-5.58052;2
-9.61115;7.0867;0
-5.79658;-5.82631;2
3.57758;2.44676;3
-6.66553;-8.12585;2
-3.66019;9.38998;0
-6.70645;-6.49479;2
2.1193;4.75661;3
-9.1536;8.08249;0
-4.67636;-5.45027;2
2.01005;3.2642;3
-8.33334;8.18928;0
7.70728;-7.51196;1
4.58141;-5.84234;1
-6.62913;-6.53366;2
-2.58121;10.0178;0
3.64934;1.40687;3
-1.4782;9.94557;0
-6.40639;-6.95294;2
2.64642;4.7898;3
-6.95673;-6.53896;2
2.5694;3.95926;3
-9.50011;8.17596;0
4.73953;1.46969;3
-2.17793;9.98983;0
4.64499;1.73858;3
-8.32328;11.1763;0
7.01545;-6.6931;1
-8.32329;7.83731;0
4.73164;-0.0144;3
5.11474;-4.47554;1
-2.96984;10.0714;0
-3.05358;9.12521;0
-9.0909;6.07574;0
-6.69438;7.95744;0
6.54182;-6.78846;1
-7.85431;-6.09302;2
-2.98837;8.82863;0
-7.11985;-7.75416;2
-7.39851;8.5899;0
-6.25396;-7.73727;2
6.98117;-6.5017;1
-8.71599;9.58154;0
-7.01007;-7.41346;2
4.44752;2.27472;3
-6.09304;-6.38215;2
3.18041;4.95311;3
-8.77405;6.24578;0
-7.76914;-7.69592;2
2.22136;3.56123;3
2.83516;4.79108;3
5.43091;1.06378;3
-7.10309;-6.16611;2
7.36047;-6.87786;1
6.58617;-4.79808;1
5.22674;4.16363;3
5.7827;2.7251;3
-6.71617;8.35599;0
-3.18612;9.62596;0
-8.15207;5.71081;0
6.19879;-5.13037;1
8.7096;-3.99788;1
-6.31498;-7.16286;2
3.93783;1.64551;3
-8.73065;9.23826;0
-9.49063;8.62519;0
-2.14756;8.36917;0
4.70011;4.43641;3
5.34438;-5.08355;1
-2.54502;10.5789;0
-9.56869;7.53998;0
-4.84038;-5.793;2
-9.69707;9.79991;0
6.0952;-6.9511;1
1.58226;4.29219;3
-7.07287;7.7285;0
-11.7122;8.87244;0
-6.894;-6.90773;2
-9.60682;9.10954;0
-6.60294;-6.05293;2
