-7.3588;-7.06577;0
-9.64682;6.82177;1
-8.18552;7.99635;1
2.27985;4.08701;2
-3.66019;9.38998;3
1.82994;4.463;2
-9.62302;8.22952;1
1.86101;4.5655;2
-9.23044;5.86001;1
2.31842;4.42251;2
4.84874;0.0135;2
2.02741;3.92686;2
-10.5788;8.8319;1
-9.36809;7.83679;1
4.62638;0.91546;2
-8.44549;10.1501;1
4.96396;1.58809;2
0.60693;3.74081;2
4.9835;0.21013;2
5.46242;0.75233;2
-10.5077;10.9481;1
-11.4581;8.14543;1
-7.36043;6.80525;1
-9.54038;6.99586;1
2.08253;6.62469;-1
-6.0671;-5.52387;0
-3.41722;7.60198;3
-4.23412;8.452;3
-2.44167;7.58954;3
5.37835;2.14454;2
-9.48866;8.89472;1
-8.74657;5.33595;1
-10.6506;9.87179;1
-6.91545;-5.31547;0
-5.84863;-5.94883;0
4.17924;3.03029;2
-2.26724;7.10101;3
-9.00145;11.5886;1
3.16136;1.25333;2
0.10353;4.13494;2
-3.05358;9.12521;3
-6.51823;-5.34207;0
-9.058;7.68064;1
-3.52203;9.32853;3
4.03817;3.82545;2
-11.139;9.46676;1
-2.97262;8.54856;3
1.67959;3.35917;2
-6.54836;-5.90456;0
3.31169;2.17003;2
-1.04355;8.78851;3
-8.75128;7.02452;1
-8.74125;8.29217;1
-6.95164;-5.87658;0
-6.51799;-7.52523;0
-7.55655;-6.26843;0
3.90849;4.33603;2
-7.71884;-7.18932;0
-8.79728;8.48881;1
-7.98596;-8.07632;0
-3.10984;8.72259;3
-2.97867;9.55685;3
-7.92293;7.65227;1
4.52423;1.67207;2
