4.70741;0.548421;0
-9.67755;7.01431;1
-2.97867;9.55685;2
0.915965;2.96524;0
-6.99528;-7.18121;3
2.3837;5.69949;0
-2.97262;8.54856;2
4.03817;3.82545;0
-3.41722;7.60198;2
-2.26724;7.10101;2
-8.49471;5.56048;1
-9.51525;7.9352;1
-8.20781;-6.68325;3
4.03924;1.68148;0
-8.50706;8.29907;1
-7.80733;8.2548;1
-8.51424;6.93844;1
-3.52203;9.32853;2
-4.23412;8.452;2
-7.34027;-5.82299;3
-6.14116;-6.70874;3
1.95029;5.16498;0
-8.35815;-7.59995;3
4.62638;0.915459;0
3.48889;2.34887;0
2.83483;5.51769;0
-6.67076;-8.83978;3
4.0955;2.08409;0
1.54313;3.97579;0
-1.04355;8.78851;2
5.46242;0.752326;0
2.38394;3.51633;0
